id,term,file,order_of_vote,vote_date,title,leg_nonleg_bud,vote_type,vote_rule,rapporteur,code,url,committee,de,part,subject,final_vote,am_no,author,num_yes,num_no,num_abs,intfileno
212,7,13,16,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Paragraph 96",0,0,ECR,98,563,9,2009/2534/RSP
213,7,13,17,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Paragraph 107",0,0,ECR,86,559,21,2009/2534/RSP
214,7,13,18,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Paragraph 110",0,0,ECR,123,531,12,2009/2534/RSP
215,7,13,19,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Paragraph 114",0,40,ECR,82,557,25,2009/2534/RSP
216,7,13,20,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Recital E",0,0,ECR,80,567,8,2009/2534/RSP
217,7,13,21,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Recital F",0,0,"  original text",592,40,23,2009/2534/RSP
218,7,13,22,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Recital H",0,0,"  original text",598,15,27,2009/2534/RSP
219,7,13,23,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"Recital K",0,0,"  original text",614,23,14,2009/2534/RSP
220,7,13,24,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",1,"Recital N",0,0,"  original text",616,20,16,2009/2534/RSP
221,7,13,25,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",2,"Recital N",0,0,"  original text",524,113,5,2009/2534/RSP
222,7,13,26,2009-11-25,"Motion for a resolution - Multi-annual programme 2010-2014 regarding the area of freedom, security and justice (Stockholm programme) ",Non,"Motions for a resolution",s,0,"B7-0155/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0155&language=EN,0,"Civil liberties, justice & home affairs",0,"  vote: resolution (text as a whole)  ",1,0,0,487,122,49,2009/2534/RSP
223,7,13,1,2009-11-25,"Motions for resolutions - The state of play of the Euromed Free Trade Area ",Non,"Joint motion for a resolution",s,0,"RC-B7-0147/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0147&language=EN,0,"International trade",1,"Paragraph 1",0,0,"  original text",609,21,2,2009/2719/RSP
224,7,13,2,2009-11-25,"Motions for resolutions - The state of play of the Euromed Free Trade Area ",Non,"Joint motion for a resolution",s,0,"RC-B7-0147/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0147&language=EN,0,"International trade",2,"Paragraph 1",0,0,"  original text",512,102,4,2009/2719/RSP
225,7,13,3,2009-11-25,"Motions for resolutions - The state of play of the Euromed Free Trade Area ",Non,"Joint motion for a resolution",s,0,"RC-B7-0147/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0147&language=EN,0,"International trade",1,"Paragraph 2",0,0,"  original text",613,10,8,2009/2719/RSP
226,7,13,4,2009-11-25,"Motions for resolutions - The state of play of the Euromed Free Trade Area ",Non,"Joint motion for a resolution",s,0,"RC-B7-0147/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0147&language=EN,0,"International trade",2,"Paragraph 2",0,0,"  original text",519,98,4,2009/2719/RSP
227,7,13,5,2009-11-25,"Motions for resolutions - The state of play of the Euromed Free Trade Area ",Non,"Joint motion for a resolution",s,0,"RC-B7-0147/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0147&language=EN,0,"International trade",1,"Paragraph 13",0,0,"  original text",541,87,1,2009/2719/RSP
228,7,13,6,2009-11-25,"Motions for resolutions - The state of play of the Euromed Free Trade Area ",Non,"Joint motion for a resolution",s,0,"RC-B7-0147/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0147&language=EN,0,"International trade",2,"Paragraph 13",0,0,"  original text",294,321,13,2009/2719/RSP
229,7,13,1,2009-11-25,"Motions for resolutions - ""made in"" (origin marking) ",Non,"Joint motion for a resolution",s,0,"RC-B7-0142/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0142&language=EN,0,"Internal market & consumer protection",0,"Paragraph 1",0,1,GUE/NGL,225,356,46,2009/2719/RSP
230,7,13,2,2009-11-25,"Motions for resolutions - ""made in"" (origin marking) ",Non,"Joint motion for a resolution",s,0,"RC-B7-0142/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0142&language=EN,0,"Internal market & consumer protection",1,"Paragraph 4",0,0,"  original text",596,22,3,2009/2719/RSP
231,7,13,3,2009-11-25,"Motions for resolutions - ""made in"" (origin marking) ",Non,"Joint motion for a resolution",s,0,"RC-B7-0142/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0142&language=EN,0,"Internal market & consumer protection",2,"Paragraph 4",0,0,"  original text",325,287,1,2009/2719/RSP
232,7,13,4,2009-11-25,"Motions for resolutions - ""made in"" (origin marking) ",Non,"Joint motion for a resolution",s,0,"RC-B7-0142/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0142&language=EN,0,"Internal market & consumer protection",0,"After paragraph 4",0,2,GUE/NGL,134,483,12,2009/2719/RSP
233,7,13,5,2009-11-25,"Motions for resolutions - ""made in"" (origin marking) ",Non,"Joint motion for a resolution",s,0,"RC-B7-0142/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0142&language=EN,0,"Internal market & consumer protection",0,"After paragraph 7",0,4,GUE/NGL,68,486,60,2009/2719/RSP
234,7,13,6,2009-11-25,"Motions for resolutions - ""made in"" (origin marking) ",Non,"Joint motion for a resolution",s,0,"RC-B7-0142/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0142&language=EN,0,"Internal market & consumer protection",0,"vote: resolution (text as a whole)  ",1,0,0,529,27,37,2009/2719/RSP
235,7,14,1,2009-11-26,"Report: Marco Scurria - European Year of Volunteering (2011)
on the proposal for a Council decision on the European Year of Volunteering (2011)",Leg,"Draft legislative resolution",s,SCURRIA,A7-0077/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0077&language=EN,"Committee on Culture and Education
","Culture & education",0,"single vote",1,0,0,551,19,10,2009/0072/CNS
236,7,14,1,2009-11-26,"Report: Herbert Reul - EC/Ukraine agreement for scientific and technological cooperation",Leg,"Draft legislative resolution",s,REUL,A7-0074/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0074&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",0,"single vote",1,0,0,586,18,6,2009/0062/NLE
237,7,14,1,2009-11-26,"Report: Herbert Reul - Terms of Reference for the International Partnership for Energy Efficiency Cooperation (IPEEC) and the Memorandum concerning the hosting by the International Energy Agency of the Secretariat to the International Partnership for Energy Efficiency Cooperation",Leg,"Draft legislative resolution",s,REUL,A7-0075/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0075&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",0,"single vote",1,0,0,592,18,8,2009/0119/CNS
238,7,14,1,2009-11-26,"Motion for a resolution - Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey",Non,"Motion for a resolution",s,0,B7-0185/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0185&language=EN,0,"Foreign & security policy",0,"After paragraph 9",0,1,PPE,551,17,57,2009/2675/RSP
239,7,14,2,2009-11-26,"Motion for a resolution - Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey",Non,"Motion for a resolution",s,0,B7-0185/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0185&language=EN,0,"Foreign & security policy",0,"After paragraph 13",0,12,"Greens/EFA ",249,358,19,2009/2675/RSP
240,7,14,3,2009-11-26,"Motion for a resolution - Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey",Non,"Motion for a resolution",s,0,B7-0185/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0185&language=EN,0,"Foreign & security policy",0,"Paragraph 18",0,11,"Greens/EFA ",177,445,7,2009/2675/RSP
241,7,14,4,2009-11-26,"Motion for a resolution - Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey",Non,"Motion for a resolution",s,0,B7-0185/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0185&language=EN,0,"Foreign & security policy",0,"Paragraph 21",0,13,"Greens/EFA ",253,338,44,2009/2675/RSP
242,7,14,5,2009-11-26,"Motion for a resolution - Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey",Non,"Motion for a resolution",s,0,B7-0185/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0185&language=EN,0,"Foreign & security policy",0,"Paragraph 21",0,14,"Greens/EFA ",286,285,56,2009/2675/RSP
243,7,14,6,2009-11-26,"Motion for a resolution - Enlargement strategy 2009 concerning the countries of the western Balkans, Iceland and Turkey",Non,"Motion for a resolution",s,0,B7-0185/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0185&language=EN,0,"Foreign & security policy",0,"Paragraph 21",0,15,"Greens/EFA ",377,178,73,2009/2675/RSP
244,7,14,1,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,9,ECR,151,415,62,2009/2780/RSP
245,7,14,2,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,10,ECR,70,541,16,2009/2780/RSP
246,7,14,3,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,11,ECR,91,518,14,2009/2780/RSP
247,7,14,4,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After paragraph 3",0,12,ECR,141,460,23,2009/2780/RSP
248,7,14,5,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",1,"Paragraph 4",0,0,"original text",533,39,60,2009/2780/RSP
249,7,14,6,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",2,"Paragraph 4",0,0,"original text",473,96,49,2009/2780/RSP
250,7,14,7,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"Paragraph 8",0,6,Greens/EFA,114,487,31,2009/2780/RSP
251,7,14,8,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"Paragraph 9",0,2,S&D,333,249,49,2009/2780/RSP
252,7,14,9,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"Paragraph 10",0,0,S&D,261,365,8,2009/2780/RSP
253,7,14,10,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"Paragraph 11",0,0,"original text",279,297,50,2009/2780/RSP
254,7,14,11,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After paragraph 17",0,8,PPE,224,374,34,2009/2780/RSP
255,7,14,12,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After recital G",0,1,ALDE,148,437,45,2009/2780/RSP
256,7,14,13,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"After recital G",0,7,"Greens/EFA ",242,362,17,2009/2780/RSP
257,7,14,14,2009-11-26,"Motions for resolutions - A political solution with regard to the piracy off the Somalian coast ",Non,"Joint motion for a resolution",s,0,"RC-B7-0158/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0158&language=EN,0,"Foreign & security policy",0,"vote: resolution (text as a whole)  ",1,0,0,479,96,54,2009/2780/RSP
258,7,14,1,2009-11-26,"Motion for a resolution - Smoke-free environments ",Non,"Motion for a resolution",s,0,"B7-0164/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0164&language=EN,0,"Environment & public health",1,"Paragraph 9",0,0,"original text",573,28,13,2009/2751/RSP
259,7,14,2,2009-11-26,"Motion for a resolution - Smoke-free environments ",Non,"Motion for a resolution",s,0,"B7-0164/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0164&language=EN,0,"Environment & public health",2,"Paragraph 9",0,0,"original text",284,320,20,2009/2751/RSP
260,7,14,3,2009-11-26,"Motion for a resolution - Smoke-free environments ",Non,"Motion for a resolution",s,0,"B7-0164/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0164&language=EN,0,"Environment & public health",0,"Paragraph 13",0,0,PPE,320,291,14,2009/2751/RSP
261,7,14,4,2009-11-26,"Motion for a resolution - Smoke-free environments ",Non,"Motion for a resolution",s,0,"B7-0164/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B7-2009-0164&language=EN,0,"Environment & public health",0,"vote: resolution (text as a whole)  ",1,0,0,520,53,45,2009/2751/RSP
262,7,14,1,2009-11-26,"Motions for resolutions - FAO World Summit on Food Security - Eradicating hunger from the face of the earth ",Non,"Joint motion for a resolution",s,0,"RC-B7-0168/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0168&language=EN,0,Agriculture,0,"vote: resolution (text as a whole)  ",1,0,0,541,28,17,2009/2776/RSP
263,7,14,1,2009-11-26,"China: Minority rights and application of the death penalty",Non,"Joint motion for a resolution",s,0,"RC-B7-0180/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0180&language=EN,0,"Foreign & security policy",0,"vote: resolution (text as a whole)  ",1,0,0,40,1,23,2009/2779/RSP
264,7,15,1,2009-12-14,"Azerbaijan: freedom of expression",Non,"Agenda setting",s,0,0,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-%2f%2fEP%2f%2fTEXT%2bAGENDA%2b20091214%2bSIT%2bDOC%2bXML%2bV0%2f%2fEN,0,"Foreign & security policy",0,Agenda,1,0,0,49,156,9,0
265,7,16,1,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Amendments by the committee responsible – separate votes ",0,11,"committee ",67,453,13,2009/0096/COD
266,7,16,2,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Amendments by the committee responsible – separate votes ",0,14,"committee ",94,351,121,2009/0096/COD
267,7,16,3,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,Title,0,51,"S&D, PPE, ALDE, ECR, EFD",488,80,2,2009/0096/COD
268,7,16,4,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Article 1, paragraph 1",0,0,"committee, GUE/NGL",73,491,14,2009/0096/COD
269,7,16,5,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Article 1, paragraph 1",0,65,"S&D, PPE, ALDE, ECR, EFD",492,81,14,2009/0096/COD
270,7,16,6,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Article 2, paragraph 1, point c",0,0,"  committee, Greens/EFA",70,522,2,2009/0096/COD
271,7,16,7,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Article 3, after paragraph 1",0,0,"committee, GUE/NGL",89,372,135,2009/0096/COD
272,7,16,8,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Article 4, paragraph 1, after point d",0,48,GUE/NGL,72,518,12,2009/0096/COD
273,7,16,9,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"Article 4, after paragraph 2",0,49,GUE/NGL,86,518,1,2009/0096/COD
274,7,16,10,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"After recital 3",0,5,"committee ",90,383,136,2009/0096/COD
275,7,16,11,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"After recital 3",0,56,"S&D, PPE, ALDE, ECR, EFD",516,66,26,2009/0096/COD
276,7,16,12,2009-12-15,"Report: Kinga Göncz - European Microfinance Facility for Employment and Social Inclusion (Progress)
Proposal for a decision of the European Parliament and of the Council",Leg,"Draft legislative resolution",s,Göncz,"A7-0050/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0050&language=EN,"Committee on Employment and Social Affairs","Employment & social affairs",0,"vote: legislative resolution (text as a whole)  ",1,0,0,516,82,4,2009/0096/COD
277,7,17,1,2009-12-16,"Report: Reimer Böge - Mobilisation of the European Globalisation Adjustment Fund: Sweden - Volvo; Austria - Steiermark; Netherlands - Heijmans",Bud,"Motion for a resolution",q,BÖGE,"A7-0079/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0079&language=EN,"Committee on Budgets",Budget,0,"Paragraph 8",0,8,EFD,45,467,10,2009/2183/BUD
278,7,17,2,2009-12-16,"Report: Reimer Böge - Mobilisation of the European Globalisation Adjustment Fund: Sweden - Volvo; Austria - Steiermark; Netherlands - Heijmans",Bud,"Motion for a resolution",q,BÖGE,"A7-0079/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0079&language=EN,"Committee on Budgets",Budget,0,"Recital B",0,2,EFD,37,514,4,2009/2183/BUD
279,7,17,3,2009-12-16,"Report: Reimer Böge - Mobilisation of the European Globalisation Adjustment Fund: Sweden - Volvo; Austria - Steiermark; Netherlands - Heijmans",Bud,"Motion for a resolution",q,BÖGE,"A7-0079/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0079&language=EN,"Committee on Budgets",Budget,0,"Recital D",0,3,EFD,36,534,8,2009/2183/BUD
280,7,17,4,2009-12-16,"Report: Reimer Böge - Mobilisation of the European Globalisation Adjustment Fund: Sweden - Volvo; Austria - Steiermark; Netherlands - Heijmans",Bud,"Motion for a resolution",q,BÖGE,"A7-0079/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0079&language=EN,"Committee on Budgets",Budget,0,"vote: resolution (text as a whole)  ",1,0,0,531,61,18,2009/2183/BUD
281,7,17,1,2009-12-16,"Report: Jutta Haug - Draft amending budget No 10/2009 of the European Union for the financial year 2009, Section III ",Bud,"Motion for a resolution",q,HAUG,"A7-0081/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2009-0081&language=EN,"Committee on Budgets",Budget,0,"vote: resolution (text as a whole)  ",1,0,0,559,25,10,2009/2185/BUD
282,7,17,1,2009-12-16,"Motions for resolutions - Prospects for the Doha Development Agenda following the Seventh WTO Ministerial Conference",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0188&language=EN,0,Development,0,"After paragraph 4",0,3,S&D,563,39,10,2009/2730/RSP
283,7,17,2,2009-12-16,"Motions for resolutions - Prospects for the Doha Development Agenda following the Seventh WTO Ministerial Conference",Non,"Joint motion for a resolution",s,0,"RC-B7-0188/2009 ",http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P7-RC-2009-0188&language=EN,0,Development,0,"After paragraph 11",0,5,S&D,326,279,15,2009/2730/RSP
